% This file contains observations related to the calculation of the time series  
% of Meridional Overturning Circulation (MOC) volume transport at 34.5degS in the  
% South Atlantic Ocean.   
%    
% The data were collected as part of the Southwest Atlantic MOC (SAM) project,  
% funded by the US NOAA, and the parallel "SAMOC-Fr" program that was funded during  
% 2008-2010 by the French IFREMER and since 2013 by IFREMER and ENS.  Additional  
% partners involved in the collection of these and related observations are in  
% Argentina (SHN and UBA), Brazil (USP), and South Africa (DEA and UCT). 
%    
%    
% The SAMOC International web page that hosts these data is based at the  
%    NOAA-Atlantic Oceanographic and Meteorological Laboratory (NOAA-AOML). 
%    See www.aoml.noaa.gov/phod/SAMOC_international/ 
%    
%    
% The data included herein were published in the following paper:   
%    
%   Meinen, C. S., S. Speich, A. R. Piola, I. Ansorge, E. Campos,  
%     M. Kersale, T. Terre, M.-P. Chidichimo, T. Lamont, O. T. Sato,  
%     R. C. Perez, D. Valla, M. van den Berg, M. Le Henaff, S. Dong,  
%     and S. L. Garzoli, Meridional Overturning Circulation transport  
%     variability at 34.5degS during 2009-2017: Baroclinic and  
%     barotropic flows and the dueling influence of the boundaries,  
%     Geophys. Res. Lett., 45, 4180-4188, doi: 10.1029/2018GL077408, 2018. 
%    
%    
% This data file contains the calculated MOC volume transport at 34.5degS, integrated 
%    from the surface down to the pressure where the flow changes from northward to  
%    southward as discussed in the above paper and as plotted in Figure 2. 
%    In addition to the total MOC anomaly, relative to the record length average, 
%    the contributions of the relative (density gradient), reference (bottom  
%    pressure gradient), and Ekman (wind) to the MOC are included.  Finally, the  
%    file also contains the contributions of the western and eastern density and  
%    western and eastern bottom pressure variability to the total MOC variability. 
%    The data are daily values, at noon UTC.  The units for the total MOC and all  
%    MOC contributions are Sverdrups (Sv: 1 Sv = 10^6 m^3 s^-1). 
%    
%    
%    For more details, please see the above paper and the articles cited therein 
%    and/or contact Christopher Meinen (Christopher.Meinen@noaa.gov) or Sabrina 
%    Speich (sabrina.speich@lmd.ens.fr). 
%    
% The data is formatted as follows, with missing values indicated by "NaN". 
%    
% Column 1: Year 
% Column 2: Month 
% Column 3: Day 
% Column 4: Hour 
% Column 5: Total MOC anomaly (relative to record-length average of 14.7 Sv) 
% Column 6: Relative (density gradient) contribution to the MOC anomaly 
% Column 7: Reference (bottom pressure gradient) contribution to the MOC anomaly 
% Column 8: Ekman (wind) contribution to the MOC anomaly 
% Column 9: Western density contribution to the MOC anomaly 
% Column 10: Eastern density contribution to the MOC anomaly 
% Column 11: Western bottom pressure contribution to the MOC anomaly 
% Column 12: Eastern bottom pressure contribution to the MOC anomaly 
%   
2009 	  3 	 18 	 12 	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 
2009 	  3 	 19 	 12 	  -6.76 	   4.24 	  -6.70 	  -4.34 	  -2.99 	   7.14 	  -4.74 	  -1.68 
2009 	  3 	 20 	 12 	   2.81 	   7.59 	  -0.69 	  -3.83 	  -1.22 	   8.81 	   2.18 	  -3.03 
2009 	  3 	 21 	 12 	   6.41 	   9.10 	   1.60 	  -3.98 	   0.91 	   8.20 	   5.14 	  -3.96 
2009 	  3 	 22 	 12 	   5.59 	   9.82 	   0.73 	  -4.65 	   2.19 	   7.64 	   4.04 	  -3.64 
2009 	  3 	 23 	 12 	  10.20 	   8.89 	   6.77 	  -5.08 	   2.47 	   6.42 	   6.81 	  -0.03 
2009 	  3 	 24 	 12 	  12.36 	   7.32 	  10.75 	  -5.41 	   2.72 	   4.58 	   9.61 	   1.39 
2009 	  3 	 25 	 12 	   8.35 	   7.93 	   6.57 	  -5.79 	   3.29 	   4.64 	   6.15 	   0.51 
2009 	  3 	 26 	 12 	  10.80 	   9.13 	   5.56 	  -3.52 	   3.54 	   5.60 	   4.39 	   1.26 
2009 	  3 	 27 	 12 	  11.39 	   9.64 	   5.06 	  -2.93 	   3.47 	   6.17 	   3.58 	   1.60 
2009 	  3 	 28 	 12 	   8.88 	   9.69 	   3.30 	  -3.76 	   3.34 	   6.35 	   2.02 	   1.36 
2009 	  3 	 29 	 12 	  10.98 	   9.66 	   6.04 	  -4.35 	   3.19 	   6.47 	   3.44 	   2.80 
2009 	  3 	 30 	 12 	  14.62 	  10.73 	   8.77 	  -4.49 	   3.50 	   7.22 	   6.04 	   3.09 
2009 	  3 	 31 	 12 	  11.68 	  11.16 	   5.59 	  -4.68 	   4.65 	   6.51 	   6.07 	  -0.57 
2009 	  4 	  1 	 12 	   8.11 	  10.55 	   0.74 	  -2.87 	   5.90 	   4.70 	   2.35 	  -1.68 
2009 	  4 	  2 	 12 	   6.12 	  11.26 	  -0.73 	  -4.14 	   5.60 	   5.69 	   0.26 	  -0.97 
2009 	  4 	  3 	 12 	   9.12 	  12.10 	  -0.72 	  -1.99 	   4.61 	   7.52 	   1.01 	  -1.78 
2009 	  4 	  4 	 12 	   8.96 	  11.56 	  -1.45 	  -0.91 	   4.01 	   7.60 	   2.04 	  -3.68 
2009 	  4 	  5 	 12 	   8.26 	   9.95 	  -2.55 	   1.04 	   3.49 	   6.49 	   1.21 	  -3.85 
2009 	  4 	  6 	 12 	   8.74 	   8.06 	  -0.59 	   1.54 	   3.20 	   4.88 	   2.16 	  -2.86 
2009 	  4 	  7 	 12 	  12.77 	   6.11 	   1.34 	   5.65 	   2.93 	   3.16 	   3.95 	  -2.88 
2009 	  4 	  8 	 12 	   8.98 	   5.86 	  -2.80 	   6.09 	   3.15 	   2.70 	   1.61 	  -4.60 
2009 	  4 	  9 	 12 	   3.48 	   6.84 	  -6.02 	   2.66 	   4.03 	   2.85 	  -0.76 	  -5.13 
2009 	  4 	 10 	 12 	   9.00 	   6.79 	  -3.63 	   6.00 	   4.92 	   1.89 	   0.32 	  -3.96 
2009 	  4 	 11 	 12 	  12.02 	   6.12 	  -3.14 	   9.23 	   4.35 	   1.75 	   0.27 	  -3.42 
2009 	  4 	 12 	 12 	  10.39 	   6.21 	  -5.26 	   9.50 	   3.70 	   2.54 	  -1.89 	  -3.17 
2009 	  4 	 13 	 12 	   4.93 	   4.84 	  -4.27 	   4.48 	   2.97 	   1.87 	   0.02 	  -4.27 
2009 	  4 	 14 	 12 	   3.16 	   5.24 	  -2.96 	   1.08 	   3.02 	   2.20 	   2.03 	  -5.28 
2009 	  4 	 15 	 12 	   2.26 	   6.20 	  -0.92 	  -2.76 	   3.42 	   2.81 	   3.64 	  -4.97 
2009 	  4 	 16 	 12 	   0.50 	   3.93 	   0.82 	  -3.99 	   3.47 	   0.45 	   4.07 	  -3.65 
